Year_Country,"Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary and secondary, both sexes (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, tertiary, both sexes (%)","Net enrolment rate, primary, both sexes (%)","Net enrolment rate, secondary, both sexes (%)","Net enrolment rate, lower secondary, both sexes (%)","Adjusted net intake rate to Grade 1 of primary education, both sexes (%)","Adjusted net enrolment rate, lower secondary, both sexes (%)","Adjusted net enrolment rate, primary, both sexes (%)","Total net enrolment rate, primary, both sexes (%)","Total net enrolment rate, lower secondary, both sexes (%)","Net enrolment rate, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of lower secondary education, both sexes (%)","Net enrolment rate for compulsory education age group, both sexes (%)","Total net enrolment rate, upper secondary, both sexes (%)","Cumulative drop-out rate to the last grade of lower secondary general education, both sexes (%)","Gross graduation ratio from primary education, both sexes (%)","Gross graduation ratio from lower secondary education, both sexes (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Rate of out-of-school adolescents of lower secondary school age, both sexes (%)","Repetition rate in lower secondary general education (all grades), both sexes (%)","Rate of out-of-school children of primary school age, both sexes (%)","School life expectancy, primary, both sexes (years)","School life expectancy, secondary, both sexes (years)","School life expectancy, primary and secondary, both sexes (years)","Survival rate to the last grade of lower secondary general education, both sexes (%)","Effective transition rate from primary to lower secondary general education, both sexes (%)","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","Repetition rate in primary education (all grades), both sexes (%)","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","Rate of out-of-school youth of upper secondary school age, both sexes (%)","Gross graduation ratio from upper secondary education, both sexes (%)","Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)","Rate of out-of-school adolescents and youth of secondary school age, both sexes (%)","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)",pisa_math,pisa_reading,pisa_science,"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure per student, tertiary (% of GDP per capita)",Expenditure on secondary education (% of government expenditure on education),"Government expenditure per student, secondary (% of GDP per capita)",Expenditure on primary education (% of government expenditure on education),"Government expenditure per student, primary (% of GDP per capita)","Current education expenditure, total (% of total expenditure in public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth total (% of people ages 15-24)"
2009_Sweden,103.65727,99.90052,91.69014,99.66556,102.94544,95.87785,70.74138,99.33549,95.06472,,96.87907,91.62996,99.33549,99.63744,91.62996,,,96.70513,98.8127,0.15424000000000002,,,,8.37004,,0.66451,6.00755,5.97417,11.98172,99.84576,99.7581,12.24025,,,1.1873,,2.95913,4.70199,24.41585,75.57765,494.0,497.0,495.0,6.85778999328613,13.265500068664599,28.0929794311523,42.392250061035206,36.78403854370121,31.1989402770996,24.0746898651123,26.7724800109863,93.9796371459961,96.5442428588867,92.6343307495117,93.0616073608398,,
2009_Switzerland,92.83587,102.53718,85.11788,98.42894,85.23,108.89974,49.97335,93.76526,83.33893,,96.99078,,,99.18411,95.10849,,,97.46387,81.4924,5.10391,,,1.44123,,1.77378,,6.19161,6.668069999999998,12.85968,94.89609,99.90516,13.33131,1.4124,1.79926,,,,,22.35676,77.16237,534.0,501.0,517.0,5.04118013381958,15.6436195373535,25.1430492401123,42.0379791259766,41.4536094665527,26.924800872802702,27.9276294708252,21.829490661621104,91.48609161376949,90.9122695922852,91.84400177001949,90.1453018188477,,
2009_Thailand,,99.10965,77.5043,89.56674,66.26321,95.64074,49.38804,98.01958,77.1596,,94.40536,94.63618,98.01958,98.01958,96.42135,,,,60.19439000000001,,,74.9549,,3.57865,,1.98042,5.93421,4.86041,10.79462,,,,,,39.80561,,12.35136,21.87305,,,419.0,421.0,,3.8619399070739706,18.1783008575439,19.318059921264602,20.6420993804932,15.597599983215304,8.4474401473999,46.13830947875979,22.190000534057607,,,,,,
2009_Trinidad and Tobago,100.59794,106.53115,,,,97.53246,,95.23143,,,90.32222,,98.30008,98.30008,,,,,,13.79364,96.06433,,5.7938800000000015,,0.2232,1.69992,7.4173,,,86.20636,94.20178,10.72202,6.34615,0.37265,,,,,,,414.0,416.0,,,,,,,,,15.107159614563,,,,,,
2009_Tunisia,103.48432,105.46132,77.37352,96.98662,73.81308,115.71437,34.851620000000004,97.60207,,,99.69617,,98.60118,98.60118,,,,,,30.71323,88.54329,,6.78293,,13.73486,1.3988200000000002,6.3047,6.35353,12.65823,69.28676999999999,99.06694,,5.9839400000000005,17.8151,,,,,,,371.0,404.0,,6.528480052948001,25.262010574340806,27.0245304107666,50.2990913391113,,,,,88.02487182617192,75.5232925415039,,,,
2009_Turkey,94.14081,100.09822,76.42511999999998,88.57096,66.59325,97.33514,46.54111,95.32373,76.49472,,81.86820999999998,89.15768,95.32373,95.32373,97.05868,,,95.96646,67.32916999999999,,,,1.75646,2.94132,1.6850900000000002,4.67627,5.00585,5.59284,10.59868,,,6.705989999999999,1.7063400000000002,2.68386,32.67083,,13.29411,19.68895,21.27565,78.72435,445.0,464.0,454.0,,,,,,,,,,,,,90.8167190551758,97.8074722290039
2009_United Arab Emirates,,,,,,88.77563,,,,,,,,,,,,,,8.901810000000003,,,2.03681,,2.79308,,,,,91.09819,97.66702,,,2.76283,,,,,,,,,,,,,,,,,,,,95.6951675415039,96.6286468505859,,
2009_United Kingdom of Great Britain and Northern Ireland,,104.36741,88.85974,102.06602,95.25132,107.33892,58.1122,97.98403,94.55457,,98.66526,97.76422,98.17164,98.25773,99.93312,,,99.36864,91.89032,,,,,0.06688,,1.82836,6.26172,7.00977,13.2715,,,13.19348,,,8.10968,,3.4807300000000003,4.77197,21.81573,77.26895,492.0,494.0,514.0,5.130670070648192,12.6148099899292,14.369720458984402,18.867010116577106,48.9195709228516,28.567480087280305,31.119670867919893,22.343980789184602,90.3580474853516,,91.11499786376949,88.2262420654297,,
2009_United States of America,103.78349,102.21191,,98.59829,89.34506,101.40086,,94.70087,89.16962,,80.11029,,95.91531,98.33983,99.79511,,,97.10747,92.05359,,,,,,,,6.12071,5.69912,11.81983,,,13.24579,,,,,,,15.70134,84.29866,487.0,500.0,502.0,,,,,,,,,,,,,,
2009_Uruguay,105.76088,113.36559,,101.48376,67.82011,112.61344,,99.11861,71.26996,,83.25894,67.17363,99.44372,99.44372,92.05422,,,92.52754,76.23488,15.53519,,,5.41109,7.94578,20.36531,0.55628,6.77515,5.46785,12.24299,84.46481,81.28520999999998,8.40541,5.41941,18.41741,23.76512,,8.3865,15.90615,13.63741,86.36259,427.0,426.0,,,,,,,,,,,,,,98.2672271728516,98.86148071289058
2009_Viet Nam,,101.63316,,,,85.70025,20.0858,97.95105,,79.72421999999997,,,98.38489,99.36068,,,,,,,,,,,,1.61511,5.06861,,,,,8.04647,,,,,,,19.75734,76.66598,,,,4.8165001869201705,15.239000320434599,13.6402597427368,32.4230995178223,43.1603317260742,,30.936580657959,19.3443202972412,75.4500732421875,70.68714904785159,74.537109375,80.0865478515625,93.52044677734379,97.09166717529301
2012_Albania,103.0078,98.60222,84.47463,94.74856,92.08139,93.01778,61.446630000000006,90.4651,,,81.15701,,90.4651,93.18193,,,,,,0.61597,99.8657,92.97605,0.79664,,1.1812,9.5349,4.86152,6.48252,11.34404,99.38403,99.75281,10.02511,0.7167899999999999,1.30704,,,,,,,394.0,394.0,,,,,,,,,,,,,,97.2469711303711,99.2313995361328
2012_Algeria,114.06023,117.92443,,,,,32.14632,97.27711,,,,,99.11083,99.11261,,,,,,27.83969,,,6.84485,,18.21725,0.8891700000000001,5.87311,,,72.16031,98.5156,,7.1626699999999985,17.60538,,,,,,,,,,,,,,,,,,,,,,,
2012_Argentina,101.6268,112.97957,100.40743,109.1708,81.6681,128.66973000000002,78.97563000000002,98.97062,87.32117,85.22341999999998,97.58781,85.83094,99.187,99.34733,98.94774,60.17116,106.21756,98.70027,88.72381999999998,16.996470000000002,111.73411000000002,83.47295,3.70622,1.05226,11.38452,0.813,6.81284,6.32434,13.13719,83.00353,96.84399,11.32244,2.82428,12.21879,11.27618,55.73359,3.42871,6.15828,,,,,,5.34582996368408,14.5186100006104,19.940660476684602,16.4376907348633,40.4383888244629,20.8602600097656,31.798849105835,14.622540473938,95.0755386352539,94.7358627319336,94.34095001220699,95.91954803466801,99.10523223876949,99.3758697509766
2012_Australia,,106.47432,,,,,,97.5499,,,,,97.65526,100.0,,,,,,,,,,,,2.3447400000000003,7.45875,,,,,12.85001,,,,,,,,,504.0,512.0,521.0,4.87764978408813,13.183719635009801,23.6786193847656,19.1079006195068,35.2615089416504,16.1245803833008,34.140380859375,18.1803703308105,,,93.4061965942383,92.53726196289058,,
2012_Austria,99.21505,100.52483,95.99327,98.62309,95.61681,100.19003,78.88093,,86.07781999999997,,,84.81866,,,96.40178,,,,93.82556,0.40953,,,2.4563,3.5982199999999995,2.0298700000000003,,4.00081,7.69563,11.69644,99.59047,99.93833,11.82159,2.57681,1.7074900000000002,6.17444,,,4.9608,28.48385,71.40905,506.0,490.0,506.0,5.48040008544922,10.701180458068801,33.3041801452637,37.064781188964794,41.2169189453125,26.712039947509798,15.4904298782349,21.345529556274396,96.02027130126949,93.52979278564449,97.9999237060547,97.7716217041016,,
2012_Belgium,96.53576,102.26013,115.34003,130.54051,166.91581000000005,138.66371999999998,71.19468,97.69564,93.15716,84.85608,95.00185,85.64544000000002,97.99541,98.83745,98.66142,83.28625,,98.26722,97.26801,0.32514,,,2.95997,1.33858,9.10696,2.0045900000000003,6.13537,9.0788,15.21417,99.67486,,11.22626,2.63754,7.43751,2.73199,,2.14607,2.28245,16.651120000000002,80.47981,515.0,509.0,505.0,,,,,,,,,,,,,,
2012_Brazil,,134.5204,87.79553,106.50149,87.15983,97.49164,44.96641,98.0755,76.39968,,97.35789,72.57630999999998,98.54993,98.54993,93.96784,,,,83.37275,,,,,6.03216,,1.45007,5.25595,6.58564,11.84159,,,7.27682,,,16.62725,,7.65457,10.64601,12.96058,81.54666,389.0,407.0,,5.85510015487671,15.7276296615601,17.30299949646,28.0594596862793,44.1181411743164,19.7930603027344,28.570039749145497,19.6704502105713,92.0146102905273,90.58432006835942,92.5086517333984,91.3513565063477,91.3378524780273,98.61965942382808
2012_Bulgaria,100.42733,100.93104,83.72728000000002,96.65955,96.6028,92.27478,61.34676999999999,96.30025,86.69788,,96.25739,94.23392,97.76879,98.04474,96.33777,,,94.80711,81.36859,55.72425,,,0.16285,3.66223,2.34168,2.23121,4.0338400000000005,7.487539999999999,11.52138,44.27575,99.29677,10.80702,0.12917,2.22225,18.63141,,8.80083,11.88717,22.67582,77.32418,439.0,436.0,,3.5020298957824703,10.690919876098599,17.805599212646502,15.4720001220703,39.157958984375,18.6433696746826,18.6286907196045,18.267559051513697,94.1383895874023,91.43121337890629,95.6229400634766,95.8143692016602,,
2012_Canada,,99.62857,91.50812,105.23566,119.22127,100.20043,64.16662,99.47059,92.30925,99.68912,99.3466,99.69022,99.47059,99.47059,99.69022,85.1685,,98.75036,86.15248000000003,,98.19593,97.50751,,0.30978,,0.52941,5.97851,6.5342,12.51271,,,,,,13.84752,83.49906,4.18733,7.41656,,,518.0,523.0,525.0,,,,,,,,,,,,,,
2012_Chile,90.19692,99.92658,89.84203000000002,94.90194,86.87666,97.03912,78.77656999999998,91.47118,85.19006999999998,,79.61518000000002,78.2964,91.49689,93.38785,95.84916,,,92.73147,90.31736,1.25417,,,4.68702,4.1508400000000005,4.7152699999999985,8.503110000000001,5.97104,5.39342,11.36445,98.74583,97.35059,,4.30847,6.20604,9.68264,,8.18485,7.885639999999999,19.54034,80.45966,423.0,441.0,445.0,,,,15.130499839782699,,16.364629745483402,,16.685079574585,,,,,,
2012_China,,105.23371000000002,72.50689,98.6427,81.10876999999998,105.55611,28.035190000000004,,,,,,,,,,,,,7.96405,,113.39823,0.17110999999999998,,0.04945,,6.310980000000002,5.5502,11.86118,92.03595,97.93265,,0.14742,,,,,,,,,,,,,,,,,,,,,,,,
2012_Colombia,118.99841,116.56236,87.79921,107.42301,80.91102,109.43405,46.21621,91.47262,79.19358000000003,76.39992,83.64003000000002,79.40346,94.35066,96.57135,99.51664,43.89466,,,80.54918,49.45751,107.05692,82.35621,2.46457,0.48336,2.41552,5.6493400000000005,5.82565,5.97081,11.79646,50.54249,96.66362,7.639869999999998,1.39963,4.17889,19.45082,,6.30923,6.8559600000000005,22.1273,77.61671,376.0,403.0,,4.38531017303467,15.512829780578599,21.9726905822754,23.066219329834,35.7023887634277,14.969090461731,34.963790893554695,15.1571102142334,77.715446472168,52.1037788391113,98.1520462036133,98.1520462036133,,
2012_Costa Rica,103.21323,114.55723,90.77856,111.39744,81.56971,126.16736000000002,49.32593,98.48628,75.9686,73.28149,95.03038,74.54248,99.47021,99.94782,91.82998,39.45534,,91.87561,80.38943,50.41513,98.30839,61.43206,5.33049,8.17002,10.89682,0.52979,6.80132,5.34671,12.14803,49.58487,84.37573,8.492510000000001,4.68851,15.80055,19.610570000000006,,6.42133,12.84234,,,407.0,441.0,,6.6898398399353,,19.687879562377894,30.170490264892607,33.123039245605504,24.109239578247102,39.102210998535206,24.6090793609619,,,94.9216079711914,92.8872528076172,,
2012_Croatia,101.27377,95.85064,86.00231,98.12265,96.2164,101.97112,60.36853000000001,89.08245,94.31742,,97.79894,97.86094,98.51081,98.78647,98.77361,,,98.80969,93.36928,,,,0.26197,1.22639,,1.48919,3.85295,7.95351,11.80646,,,,0.19444,0.72714,6.630719999999998,,3.1795400000000003,3.91376,24.20141,75.79859,471.0,485.0,,,,,,,,,,,,,,,
2012_Cyprus,100.22321,100.17535,78.51525,97.51903,92.50698,98.59221,45.86359,97.9124,91.83179,,96.06027,95.27265,98.17635,98.68948,98.58549,,,98.30754,89.31768000000002,1.61884,,,0.15109,1.41451,0.91575,1.82365,5.99916,5.70179,11.70095,98.38116,99.53709,11.83244,0.12529,0.92593,10.68232,,4.3326699999999985,6.4287800000000015,21.86943,78.13056999999998,,,,,,,,,,,,,,,,,
2012_Czechia,98.19692,99.34803,87.62025,97.73629,91.61668,103.34591,65.65736,,,,,,,,,,,,,9.3829,,,0.5485800000000001,,0.98069,,5.0579800000000015,7.74175,12.79974,90.6171,99.67728,12.37152,0.59906,0.95804,,,,,22.45275,74.48897,499.0,493.0,508.0,4.250860214233399,9.55685043334961,23.4214401245117,24.2458190917969,43.9723701477051,24.149700164794893,16.7775897979736,15.7022800445557,90.7386703491211,90.3206405639648,92.42150115966801,89.9027481079102,,
2012_Denmark,102.64846,101.3583,102.83515,111.9301,129.70698000000002,116.8986,79.10969,97.95738,90.22601,,91.07305,90.74248,98.23881,99.43562,97.4712,,,98.82325,89.8781,0.08971,,,0.6643100000000001,2.5288,1.46215,1.7611900000000005,7.08602,7.50862,14.59464,99.91029,99.91531,12.76251,0.9885,1.27423,10.1219,,3.97946,6.38795,21.32033,78.67967,500.0,496.0,498.0,7.23782014846802,12.488710403442399,29.9953594207764,41.8996086120605,37.97045135498049,27.674329757690398,29.722909927368196,25.617370605468803,91.04678344726558,92.2612762451172,92.1540679931641,89.00277709960942,,
2012_Dominican Republic,101.97087,107.95629,80.66683,93.16993,74.09313,85.77879,48.629,91.01404,63.82419,49.55319,85.81118000000002,57.11124,93.69395,94.07067,93.52254,53.30246,,78.22978,72.70464,10.52659,91.19295,73.59425,8.0144,6.47746,5.44032,6.30605,6.49342,4.70754,11.20096,89.47341,94.91685,7.52255,7.48694,5.23309,27.29536,,13.21534,20.29267,,,,,,,,,,,8.11431980133057,,8.84852027893066,,,,,90.15518188476558,97.0238876342773
2012_Estonia,97.96375,100.89687,96.55525,104.44558,109.08354,106.14179,72.33171,97.38004,91.23291,,95.5844,97.923,99.60184,99.9307,99.69054,,,99.852,88.15411999999998,0.3789,,,0.54142,0.30946,2.63757,0.39816,6.03673,6.29157,12.3283,99.6211,99.54882,13.61461,0.54142,2.63757,11.84588,,3.61621,6.6116899999999985,24.83169,75.16830999999998,521.0,516.0,541.0,4.71293020248413,11.9912004470825,21.8218593597412,17.3751106262207,36.402130126953104,24.539489746093803,27.0128707885742,21.895339965820302,,,,,,
2012_Finland,101.64031,100.35142,100.87113,104.50835,115.95212,99.76435,92.88908,99.0232,92.87603,,98.12028,95.70357,99.11337,99.37577,98.05729,,,98.92054,90.6119,0.20415,,,0.37697,1.94271,0.4875100000000001,0.8866299999999999,6.01909,6.45451,12.47359,99.79585,99.9326,12.2549,0.35594000000000003,0.5351,9.3881,,3.49594,5.84836,27.9317,72.0683,519.0,524.0,545.0,7.19254016876221,12.7972898483276,28.5646705627441,36.0121612548828,37.9514617919922,,18.3978004455566,,93.9919281005859,96.654296875,92.1255264282227,93.09219360351558,,
2012_France,,102.52316,91.20133,104.43125,110.72522,102.22201,57.90901,98.27769,93.22666,,98.40397,93.80044,98.91622,99.63011,98.3125,,,98.8864,93.85723,0.6492399999999999,,,,1.6875,2.98518,1.08378,5.12165,7.42963,12.55127,99.35076,,11.03624,,3.14118,6.14277,,2.5251200000000003,3.56931,26.10246,73.8886,495.0,505.0,499.0,5.45641994476318,9.55434989929199,22.638870239257802,34.0668792724609,44.39762115478521,26.825059890747102,20.649459838867198,17.497459411621097,91.3379135131836,91.7646636962891,90.9894790649414,91.4622116088867,,
2012_Georgia,112.34517,105.49967,,,,101.84659,29.69364,97.77207,,89.02938,92.52967,,98.03101,98.03101,,,,,,0.11979,102.96743,103.39759,0.21898,,0.41318,1.96899,6.3071,,,99.88021,99.95594,12.4963,0.21097,0.431,,,,,21.127,78.873,,,,1.98330998420715,6.707759857177732,19.1707992553711,14.634630203247099,32.128829956054695,,34.3392486572266,9.06904029846191,,,,,,
2012_Germany,102.65081,102.14306,,102.2382,106.34876,100.13905,,97.93451,,,97.8142,,99.56797,99.56797,,,,,,,,,0.4683100000000001,,2.3898200000000003,0.43203,4.08439,9.03909,13.12348,,99.3411,13.88519,0.43092,2.29917,,,,,,,514.0,508.0,524.0,4.93331003189087,11.137299537658699,26.7842197418213,39.53355026245121,43.1587600708008,23.0453395843506,12.810500144958501,17.3232707977295,92.4263229370117,89.658447265625,94.44735717773442,93.72396850585942,,
2012_Greece,97.46112,95.89557,102.03928,98.35718,106.97621,94.40781,110.31279,94.50995,,,93.48211,,94.50995,94.50995,,,,,,7.599439999999999,,,0.7527699999999999,,3.11979,5.49005,5.7518400000000005,6.04399,11.79583,92.40056,99.03985,,0.74335,3.29448,,,,,29.357940000000006,70.54406999999998,453.0,477.0,467.0,,,,,,,,,,,,,,
2012_Hungary,99.06139,99.68011,89.12818,98.5396,97.63322,98.53188,61.45306,90.76512,88.92772,,92.2918,93.5402,96.12271,96.95935,96.49749,,,93.65162,88.35121,,,,1.88341,3.50251,,3.87729,3.98627,7.84607,11.83234,,99.32605,11.83517,1.82079,,11.64879,,6.71637,7.95955,18.63104,81.36896,477.0,488.0,494.0,4.17353010177612,8.61054992675781,19.0882301330566,21.158519744873,40.8503189086914,18.5009803771973,17.4304103851318,18.7337207794189,95.6465301513672,92.6906280517578,97.31446075439449,97.0299301147461,,
2012_Iceland,97.30901,98.22515,98.95763,104.39813,118.39709,97.69648,81.96996,98.16833,87.17262,,97.33181,97.92231,98.25189,98.25857,97.99006,,,98.17601,80.67205,,,,,2.0099400000000003,,1.7481099999999998,6.8757199999999985,7.7137600000000015,14.589479999999998,,,,,,19.32795,,7.280810000000002,12.32184,,,493.0,483.0,478.0,7.82601022720337,17.3314304351807,19.390079498290998,25.4844608306885,28.0010604858398,18.379779815673803,28.3536701202393,24.0603199005127,94.23255157470699,94.4159393310547,95.28231811523442,92.7742767333984,,
2012_Indonesia,102.9939,109.32771,76.20871,94.97536,69.48723000000001,90.23705,28.69834,92.89931,73.68223,,96.05959,80.23252,95.9947,95.9947,86.57995,,,92.94565,69.53215,15.300820000000002,,89.94854000000002,2.90329,13.42005,0.25245,4.0053,6.53375,4.79226,11.32601,84.69918,91.65313,,1.95422,0.26087,30.46785,,12.73745,21.8999,,,375.0,396.0,,3.40748000144959,18.090419769287106,17.1778297424316,23.368520736694304,26.0377902984619,10.2965202331543,41.7611083984375,11.5045604705811,86.64340209960942,71.7428283691406,92.560791015625,87.35870361328129,,
2012_Ireland,,102.11834,102.45988,107.79665,135.33595,106.73365,68.19725,95.33033,98.01034,,97.95355,97.88447,99.75201,99.94211,99.56967,,,99.76184,98.76596,,,,,0.4303300000000001,,0.24799,8.115739999999999,5.86775,13.98349,,,,0.50731,,1.23404,,0.42667,0.73995,25.08247,74.91753,501.0,523.0,522.0,5.75110006332397,13.717780113220199,21.3931293487549,28.495569229126,33.4267616271973,25.7739791870117,36.8972015380859,18.4933300018311,94.9480972290039,94.0968704223633,95.6422576904297,94.5570602416992,,
2012_Israel,103.17232,105.61408,93.86738,103.43788,99.29158,102.69144,67.80564,97.30084,97.37826,,86.36411,93.86828,97.66445,99.95382,99.96582,,,99.4938,97.64512,2.81577,,,1.36009,0.03418,1.7359,2.33555,6.35192,6.07754,12.42946,97.18423,99.70636,12.82579,1.55615,1.5542,2.35488,,1.77412,1.15713,,,466.0,486.0,470.0,5.69726991653442,13.9187297821045,16.1774196624756,21.094890594482397,30.3945999145508,18.1723804473877,38.863899230956996,20.7455101013184,91.0450973510742,83.1325302124023,89.52011108398442,89.2176513671875,,
2012_Italy,99.85022,100.7362,91.02953,101.28099,97.96487,107.86197,65.06170999999999,97.27564,93.59092,,98.08349,97.6713,99.3133,99.58819,99.41755,,,98.37138,89.61366,1.69077,,,0.29432,0.58245,3.5308900000000003,0.6867,5.03625,8.12819,13.16444,98.30923,99.89623,9.89439,0.26065,3.88785,10.38634,,4.43505,6.76588,20.7965,74.46625,485.0,490.0,494.0,4.083909988403319,8.04117965698242,19.26296043396,24.534730911254893,42.9731597900391,22.536560058593803,23.979139328002898,20.4117698669434,95.9000701904297,90.7573928833008,97.9125289916992,96.4471893310547,,
2012_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0,538.0,547.0,3.69226002693176,9.36686038970947,20.135330200195305,,38.146541595459,,33.4810600280762,,88.9809799194336,88.6875686645508,88.75164794921879,88.01354217529301,,
2012_Jordan,,,,,69.0975,77.30303,42.39115,,,,,,,,,,,,,4.90022,,,0.61738,,1.94818,,,4.48113,,95.09978,,,0.54792,2.57728,,,,,,,386.0,399.0,,,,,,,,,,,,,,97.89031982421879,99.10572052001949
2012_Kazakhstan,111.46215,109.44308999999998,89.63069,104.16426,94.25357,104.73581,50.98098,86.31576,92.78572,89.9593,98.57311,99.20251,99.35652,99.73826,99.92716,70.05926,,99.84335,98.11274,0.8351299999999999,113.18724,102.87774,0.05285,0.07284,0.03024,0.64348,4.27286,7.22535,11.49822,99.16487,99.92183,,0.04829,0.04004,1.88726,,0.6594300000000001,0.66809,,,432.0,393.0,,,,,,,,,,91.7979278564453,88.7084503173828,92.3603286743164,,,
2012_Latvia,98.80772,101.04871,89.9883,103.75584,106.62933999999998,105.99136,66.64355,96.50816,90.9881,,89.1335,91.73704,97.18176,98.53965,98.76581,,,98.2062,92.01864,,,,1.57305,1.23419,,2.8182400000000003,6.0747,6.1273800000000005,12.20208,,97.89605,12.70338,1.01931,,7.98136,,3.91918,4.97205,20.03539,79.96461,491.0,489.0,502.0,6.5943899154663095,17.7365493774414,20.6932601928711,22.679540634155305,33.1021385192871,34.2584609985352,28.1492099761963,32.3749389648438,87.5598983764648,79.7518768310547,88.06597900390629,87.8860015869141,,
2012_Lebanon,104.0259,99.16056,71.80507,83.98803000000002,60.62436,82.18814,45.61345,87.8531,64.88538,,93.53379,64.24348,90.27209,91.03676,76.28649,,,85.67416999999998,66.30679,15.63648,73.16634,48.6074,8.241010000000001,23.71351,12.44555,9.72791,5.9625900000000005,4.2659699999999985,10.22856,84.36352,98.32798,,,11.74302,33.69321,,20.06389,28.84823,,,,,,2.15629005432129,7.10915994644165,30.716960906982397,15.326439857482901,14.728599548339801,4.05716991424561,,,99.8182220458984,100.0,100.0,,,
2012_Lithuania,101.01284,101.85441,98.29098,104.98191,113.1024,103.40311,79.75163,97.34555,97.04006,,97.77184,99.07485,99.34688,99.87558,99.85174,,,99.92041,96.39446,3.18038,,,0.5233899999999999,0.14826,0.77299,0.65312,4.07031,8.408380000000001,12.47869,96.81962,99.30393,11.74345,0.4785,0.81583,3.60554,,1.0026,1.13576,23.38658,76.61341999999998,479.0,477.0,,4.76682996749878,13.5359697341919,28.982610702514602,18.548160552978498,39.6612586975098,17.1841697692871,15.265179634094201,19.022230148315398,87.5215606689453,75.3093490600586,91.9591522216797,94.7933120727539,,
2012_Luxembourg,98.2988,97.04721,77.31284000000002,98.79168,90.66423,112.9364,19.40741,92.84422,85.81366,,92.25198,90.11708,95.6188,96.38373,96.55627,,,96.57331,83.15191,1.40817,,,,3.4437300000000004,10.00753,4.3812,5.8193,7.0212,12.8405,98.59183,,13.60026,3.21496,9.20768,16.84809,,8.05379,11.08896,14.74011,85.25989,490.0,488.0,491.0,4.09041023254395,9.28219032287598,0.11095999926328698,,44.131900787353494,21.6047191619873,34.103328704834,20.9531192779541,87.5435028076172,86.58193969726558,89.9636611938477,85.705192565918,,
2012_Malaysia,101.76071,103.52835,74.38356,91.50277,72.40973000000002,88.88462,36.32756,99.29796,74.85763,,98.74531,87.55875999999998,99.29796,99.29796,88.20034,,,99.29796,67.82589,9.49854,,,,11.79966,,0.70204,6.21062,4.83977,11.05039,90.50146,90.74882,,,,32.17411,,11.91086,22.15848,31.63178,68.36822,421.0,398.0,,5.73902988433838,19.928659439086896,28.4680995941162,44.264518737793,34.460178375244105,20.9215698242188,33.588508605956996,17.3454704284668,89.54891967773442,82.64967346191409,90.1200714111328,95.35472869873051,,
2012_Malta,100.62257,98.7389,80.9016,95.87297,88.00887,102.59606,42.60675,98.0057,88.72936,,98.57397,97.30069,98.00989,98.14396,98.43646,,,98.71993,86.60916999999998,3.92694,,,0.30127,1.56354,0.12353,1.99011,5.92456,6.57188,12.49643,96.07306,98.95627,10.79741,0.16973,0.15259,13.39083,,5.89774,8.653139999999999,,,,,,6.5195598602294895,15.2615604400635,22.172540664672894,49.7030181884766,46.565399169921896,40.511680603027294,22.7269096374512,26.3708896636963,87.22339630126949,96.27703857421879,75.0064163208008,97.77169799804692,,
2012_Mexico,102.08379,106.39688,77.15898,96.33329,62.2803,109.75864,28.51312,97.32732,68.34979,,98.13569,79.12661999999997,98.95526,99.06351,87.34725,,,87.66295,58.42679,10.66561,,,2.89237,12.65275,0.8900299999999999,1.04474,6.38589,5.26767,11.65356,89.33439,96.54607,8.57076,2.02953,0.93908,41.57321,,14.00559,26.95527,,,413.0,424.0,415.0,5.1030998229980495,18.0871906280518,19.4646396636963,37.3869400024414,31.368629455566396,15.7088003158569,34.6609497070313,14.253210067749,96.3935775756836,93.1876983642578,97.41516876220699,97.5089797973633,94.22840118408199,98.8754196166992
2012_Montenegro,93.73727,97.34325,,94.69078,91.10477,95.33722,,96.28004,,92.78663,91.86609,,96.28004,97.40668,,,,,,,,100.78947,0.08342000000000001,,,3.71996,4.86544,7.45165,12.31709,,,,,0.5595,,,,,,,410.0,422.0,,,,,,,,,,,,,,,
